"outcome_concept_id","snomed_outcome_concept_id","concept_id","concept_name","domain_id","vocabulary_id","concept_class_id","standard_concept","concept_code","valid_start_date","valid_end_date","invalid_reason"
35306071,436391,35306071,"Primary cerebellar degeneration","Condition","MedDRA","PT","C",10036686,"1970-01-01","2099-12-31",""
35305883,256142,35305883,"Congenital jaw malformation","Condition","MedDRA","PT","C",10062336,"1970-01-01","2099-12-31",""
35104821,4246931,35104821,"Thymus hypoplasia","Condition","MedDRA","PT","C",10052645,"1970-01-01","2099-12-31",""
35306034,4308668,35306034,"Becker's muscular dystrophy","Condition","MedDRA","PT","C",10059117,"1970-01-01","2099-12-31",""
35205390,4108230,35205390,"Pericardial fibrosis","Condition","MedDRA","PT","C",10048724,"1970-01-01","2099-12-31",""
36110214,4215457,36110214,"Serratia infection","Condition","MedDRA","PT","C",10061512,"1970-01-01","2099-12-31",""
36919160,433996,36919160,"Schizophrenia, catatonic type","Condition","MedDRA","PT","C",10039637,"1970-01-01","2099-12-31",""
35708121,4340121,35708121,"Presbyoesophagus","Condition","MedDRA","PT","C",10060696,"1970-01-01","2099-12-31",""
37622437,4195118,37622437,"Inferior vena caval occlusion","Condition","MedDRA","PT","C",10058987,"1970-01-01","2099-12-31",""
35406343,136710,35406343,"Auricular perichondritis","Condition","MedDRA","LLT","C",10003799,"1970-01-01","2099-12-31",""
36315421,4050595,36315421,"Alpha 1 globulin increased","Condition","MedDRA","PT","C",10001787,"1970-01-01","2099-12-31",""
37320319,4128466,37320319,"Asteatosis","Condition","MedDRA","PT","C",10058130,"1970-01-01","2099-12-31",""
35606881,435814,35606881,"Ciliary body degeneration","Condition","MedDRA","PT","C",10009181,"1970-01-01","2099-12-31",""
36517072,4153882,36517072,"Malignant soft tissue neoplasm","Condition","MedDRA","LLT","C",10061271,"1970-01-01","2099-12-31",""
36009876,4141365,36009876,"Engraftment syndrome","Condition","MedDRA","PT","C",10050684,"1970-01-01","2099-12-31",""
36718451,381275,36718451,"Lower motor neurone lesion","Condition","MedDRA","PT","C",10024962,"1970-01-01","2099-12-31",""
35708338,194964,35708338,"Splenic artery aneurysm","Condition","MedDRA","PT","C",10041645,"1970-01-01","2099-12-31",""
35607419,440392,35607419,"Retinal vascular occlusion","Condition","MedDRA","PT","C",10038903,"1970-01-01","2099-12-31",""
35506789,4100629,35506789,"Hashitoxicosis","Condition","MedDRA","PT","C",10067873,"1970-01-01","2099-12-31",""
36718400,4107377,36718400,"Morton's neuralgia","Condition","MedDRA","PT","C",10052288,"1970-01-01","2099-12-31",""
36110609,4262258,36110609,"Penile abscess","Condition","MedDRA","PT","C",10034294,"1970-01-01","2099-12-31",""
36416719,437246,36416719,"Vitamin B complex deficiency","Condition","MedDRA","PT","C",10061580,"1970-01-01","2099-12-31",""
36617658,192581,36617658,"Uterine carcinoma in situ","Condition","MedDRA","PT","C",10046770,"1970-01-01","2099-12-31",""
35607216,4338760,35607216,"Malignant melanoma of eyelid","Condition","MedDRA","PT","C",10063706,"1970-01-01","2099-12-31",""
35606896,4082131,35606896,"Iris hypopigmentation","Condition","MedDRA","PT","C",10063694,"1970-01-01","2099-12-31",""
37320275,4202363,37320275,"Hypotrichosis","Condition","MedDRA","PT","C",10021126,"1970-01-01","2099-12-31",""
35708001,197223,35708001,"Enterobiasis","Condition","MedDRA","PT","C",10014881,"1970-01-01","2099-12-31",""
36211729,257755,36211729,"Complications of transplanted lung","Condition","MedDRA","PT","C",10010187,"1970-01-01","2099-12-31",""
37320147,4049417,37320147,"Eczema vesicular","Condition","MedDRA","PT","C",10058681,"1970-01-01","2099-12-31",""
35708371,196732,35708371,"Stasis syndrome","Condition","MedDRA","PT","C",10041956,"1970-01-01","2099-12-31",""
35707829,4316354,35707829,"Gastrointestinal tract mucosal discolouration","Condition","MedDRA","PT","C",10018019,"1970-01-01","2099-12-31",""
36517081,4312944,36517081,"Metastases to soft tissue","Condition","MedDRA","PT","C",10062197,"1970-01-01","2099-12-31",""
37622389,4239400,37622389,"Femoral artery aneurysm","Condition","MedDRA","PT","C",10016427,"1970-01-01","2099-12-31",""
35506644,4232212,35506644,"Shock hypoglycaemic","Condition","MedDRA","PT","C",10040576,"1970-01-01","2099-12-31",""
36818715,4135209,36818715,"Heterotopic pregnancy","Condition","MedDRA","PT","C",10064228,"1970-01-01","2099-12-31",""
35708347,4231816,35708347,"Mesenteric artery stenosis","Condition","MedDRA","PT","C",10027396,"1970-01-01","2099-12-31",""
36211147,253234,36211147,"Respiratory fume inhalation disorder","Condition","MedDRA","PT","C",10061485,"1970-01-01","2099-12-31",""
36919086,4085049,36919086,"Self esteem inflated","Condition","MedDRA","PT","C",10052394,"1970-01-01","2099-12-31",""
37219824,4341520,37219824,"Acute interstitial pneumonitis","Condition","MedDRA","PT","C",10066728,"1970-01-01","2099-12-31",""
35305441,4301483,35305441,"Persistent left superior vena cava","Condition","MedDRA","PT","C",10064193,"1970-01-01","2099-12-31",""
35607341,4134605,35607341,"Optic disc disorder","Condition","MedDRA","PT","C",10061321,"1970-01-01","2099-12-31",""
36718131,372313,36718131,"Exertional headache","Condition","MedDRA","PT","C",10068614,"1970-01-01","2099-12-31",""
35708118,4148247,35708118,"Dyskinesia oesophageal","Condition","MedDRA","PT","C",10013924,"1970-01-01","2099-12-31",""
35104141,4295290,35104141,"Factor X deficiency","Condition","MedDRA","PT","C",10052474,"1970-01-01","2099-12-31",""
35506655,4284412,35506655,"Hypoprolactinaemia","Condition","MedDRA","PT","C",10021082,"1970-01-01","2099-12-31",""
35506570,4185404,35506570,"Early menarche","Condition","MedDRA","PT","C",10014044,"1970-01-01","2099-12-31",""
35606855,372635,35606855,"Corneal degeneration","Condition","MedDRA","PT","C",10010996,"1970-01-01","2099-12-31",""
36718241,4282301,36718241,"Postictal paralysis","Condition","MedDRA","PT","C",10052469,"1970-01-01","2099-12-31",""
36617439,201824,36617439,"Benign neoplasm of bladder","Condition","MedDRA","PT","C",10004302,"1970-01-01","2099-12-31",""
35909450,4137285,35909450,"Gallbladder abscess","Condition","MedDRA","PT","C",10052246,"1970-01-01","2099-12-31",""
36110774,441775,36110774,"Meningitis tuberculous","Condition","MedDRA","PT","C",10027259,"1970-01-01","2099-12-31",""
35205161,4270354,35205161,"Arteritis coronary","Condition","MedDRA","PT","C",10003232,"1970-01-01","2099-12-31",""
35607222,381252,35607222,"Benign neoplasm of eye","Condition","MedDRA","PT","C",10004325,"1970-01-01","2099-12-31",""
36818820,432969,36818820,"Multiple pregnancy","Condition","MedDRA","PT","C",10028243,"1970-01-01","2099-12-31",""
35204900,4188347,35204900,"Adams-Stokes syndrome","Condition","MedDRA","PT","C",10001115,"1970-01-01","2099-12-31",""
36110424,434859,36110424,"Sporotrichosis","Condition","MedDRA","PT","C",10041736,"1970-01-01","2099-12-31",""
35708090,4322061,35708090,"Proctitis haemorrhagic","Condition","MedDRA","PT","C",10036778,"1970-01-01","2099-12-31",""
35708422,4307687,35708422,"Colon cancer stage II","Condition","MedDRA","PT","C",10009954,"1970-01-01","2099-12-31",""
36516869,73183,36516869,"Myotonia","Condition","MedDRA","PT","C",10061533,"1970-01-01","2099-12-31",""
37320086,4198562,37320086,"Xeroderma","Condition","MedDRA","PT","C",10048218,"1970-01-01","2099-12-31",""
36315275,4279280,36315275,"Breath sounds absent","Observation","MedDRA","PT","C",10062285,"1970-01-01","2099-12-31",""
35205376,312334,35205376,"Pericarditis constrictive","Condition","MedDRA","PT","C",10034487,"1970-01-01","2099-12-31",""
35708082,4148054,35708082,"Gastrooesophagitis","Condition","MedDRA","LLT","C",10017872,"1970-01-01","2099-12-31",""
35708189,193597,35708189,"Peristalsis visible","Condition","MedDRA","PT","C",10034647,"1970-01-01","2099-12-31",""
35305752,4290195,35305752,"Congenital tuberculosis","Condition","MedDRA","PT","C",10010657,"1970-01-01","2099-12-31",""
35306170,4139587,35306170,"Renal hypoplasia","Condition","MedDRA","PT","C",10049102,"1970-01-01","2099-12-31",""
36314063,4050014,36314063,"Lipids decreased","Condition","MedDRA","PT","C",10024591,"1970-01-01","2099-12-31",""
35708684,4056607,35708684,"Perirenal haematoma","Condition","MedDRA","PT","C",10049450,"1970-01-01","2099-12-31",""
36918966,435230,36918966,"Dissociative identity disorder","Condition","MedDRA","PT","C",10013468,"1970-01-01","2099-12-31",""
35406338,381575,35406338,"External ear disorder","Condition","MedDRA","PT","C",10061456,"1970-01-01","2099-12-31",""
36416635,437521,36416635,"Hyperchylomicronaemia","Condition","MedDRA","PT","C",10020606,"1970-01-01","2099-12-31",""
36718568,377535,36718568,"Dyssomnia","Condition","MedDRA","PT","C",10061827,"1970-01-01","2099-12-31",""
36818662,78210,36818662,"Face presentation","Condition","MedDRA","PT","C",10016035,"1970-01-01","2099-12-31",""
36110486,4041671,36110486,"Encephalitis brain stem","Condition","MedDRA","PT","C",10048997,"1970-01-01","2099-12-31",""
36718074,4169073,36718074,"Neuritis cranial","Condition","MedDRA","PT","C",10029244,"1970-01-01","2099-12-31",""
35707550,194683,35707550,"Umbilical hernia, obstructive","Condition","MedDRA","PT","C",10045467,"1970-01-01","2099-12-31",""
36718144,377844,36718144,"Status migrainosus","Condition","MedDRA","PT","C",10052945,"1970-01-01","2099-12-31",""
35104875,4125635,35104875,"Autoimmune neutropenia","Condition","MedDRA","PT","C",10055128,"1970-01-01","2099-12-31",""
35607455,375547,35607455,"Anisometropia","Condition","MedDRA","PT","C",10002537,"1970-01-01","2099-12-31",""
35306158,4040640,35306158,"Ectopic kidney","Condition","MedDRA","PT","C",10063044,"1970-01-01","2099-12-31",""
35104300,4197444,35104300,"Extravascular haemolysis","Condition","MedDRA","PT","C",10015871,"1970-01-01","2099-12-31",""
35707801,4009163,35707801,"Enterocolonic fistula","Condition","MedDRA","PT","C",10056991,"1970-01-01","2099-12-31",""
35607055,4152070,35607055,"Keratitis fungal","Condition","MedDRA","PT","C",10062353,"1970-01-01","2099-12-31",""
35809069,435937,35809069,"Sudden infant death syndrome","Condition","MedDRA","PT","C",10042440,"1970-01-01","2099-12-31",""
36110383,4094499,36110383,"Mycotoxicosis","Condition","MedDRA","PT","C",10028520,"1970-01-01","2099-12-31",""
36718436,4025836,36718436,"Verbigeration","Condition","MedDRA","PT","C",10047313,"1970-01-01","2099-12-31",""
36617218,140960,36617218,"Metastases to breast","Condition","MedDRA","PT","C",10027454,"1970-01-01","2099-12-31",""
36009721,4209586,36009721,"Septal panniculitis","Condition","MedDRA","PT","C",10056876,"1970-01-01","2099-12-31",""
36718495,4046339,36718495,"Ischaemic neuropathy","Condition","MedDRA","PT","C",10051307,"1970-01-01","2099-12-31",""
36818702,197938,36818702,"Uterine hypotonus","Condition","MedDRA","PT","C",10046792,"1970-01-01","2099-12-31",""
36315985,4280653,36315985,"Forced expiratory volume increased","Condition","MedDRA","PT","C",10016989,"1970-01-01","2099-12-31",""
35506771,132579,35506771,"Thyroiditis subacute","Condition","MedDRA","PT","C",10043784,"1970-01-01","2099-12-31",""
35104815,438107,35104815,"Benign neoplasm of thymus","Condition","MedDRA","PT","C",10004411,"1970-01-01","2099-12-31",""
35707584,77234,35707584,"Benign colonic neoplasm","Condition","MedDRA","LLT","C",10004249,"1970-01-01","2099-12-31",""
35707879,4148713,35707879,"Anorectal cellulitis","Condition","MedDRA","PT","C",10002643,"1970-01-01","2099-12-31",""
35809224,436010,35809224,"Heat oedema","Condition","MedDRA","PT","C",10019340,"1970-01-01","2099-12-31",""
36312624,437688,36312624,"Prenatal screening test abnormal","Procedure","MedDRA","PT","C",10069151,"1970-01-01","2099-12-31",""
37219998,4323489,37219998,"Vocal cord atrophy","Condition","MedDRA","PT","C",10050201,"1970-01-01","2099-12-31",""
35305836,4051374,35305836,"11-beta-hydroxylase deficiency","Condition","MedDRA","PT","C",10000002,"1970-01-01","2099-12-31",""
35205096,4220765,35205096,"Mitral valve sclerosis","Condition","MedDRA","PT","C",10051538,"1970-01-01","2099-12-31",""
35506589,4100626,35506589,"Ovarian atrophy","Condition","MedDRA","PT","C",10033122,"1970-01-01","2099-12-31",""
36416702,4128219,36416702,"Urate nephropathy","Condition","MedDRA","PT","C",10046337,"1970-01-01","2099-12-31",""
36617856,4054512,36617856,"Nasal neoplasm","Condition","MedDRA","PT","C",10060768,"1970-01-01","2099-12-31",""
36818716,4030872,36818716,"Hyperemesis gravidarum","Condition","MedDRA","PT","C",10020614,"1970-01-01","2099-12-31",""
35506500,321822,35506500,"Diabetic vascular disorder","Condition","MedDRA","PT","C",10061815,"1970-01-01","2099-12-31",""
37119703,201347,37119703,"Pelvic congestion","Condition","MedDRA","PT","C",10034240,"1970-01-01","2099-12-31",""
42890238,4104301,42890238,"Sperm concentration zero","Condition","MedDRA","PT","C",10070930,"2012-09-27","2099-12-31",""
35506507,4208701,35506507,"Necrobiosis lipoidica diabeticorum","Condition","MedDRA","PT","C",10056969,"1970-01-01","2099-12-31",""
36818819,201625,36818819,"Uterine malposition","Condition","MedDRA","PT","C",10046800,"1970-01-01","2099-12-31",""
35305674,4218764,35305674,"Gastroschisis","Condition","MedDRA","PT","C",10018046,"1970-01-01","2099-12-31",""
35607322,433196,35607322,"Chorioretinal scar","Condition","MedDRA","PT","C",10008766,"1970-01-01","2099-12-31",""
35606869,4307537,35606869,"Corneal thinning","Condition","MedDRA","PT","C",10054760,"1970-01-01","2099-12-31",""
35708183,436390,35708183,"Merycism","Condition","MedDRA","PT","C",10027387,"1970-01-01","2099-12-31",""
35406314,4193983,35406314,"Ear infection viral","Condition","MedDRA","PT","C",10061830,"1970-01-01","2099-12-31",""
37420490,4085342,37420490,"Shoplifting","Observation","MedDRA","PT","C",10040589,"1970-01-01","2099-12-31",""
36110613,4100659,36110613,"Scrotal abscess","Condition","MedDRA","PT","C",10049571,"1970-01-01","2099-12-31",""
35707587,443565,35707587,"Benign gastrointestinal neoplasm","Condition","MedDRA","PT","C",10060996,"1970-01-01","2099-12-31",""
37219873,4253796,37219873,"Pulmonary microemboli","Condition","MedDRA","PT","C",10037421,"1970-01-01","2099-12-31",""
35305972,75915,35305972,"Congenital absence of vertebra","Condition","MedDRA","PT","C",10010320,"1970-01-01","2099-12-31",""
36416479,4060404,36416479,"Acetonaemia","Condition","MedDRA","PT","C",10000410,"1970-01-01","2099-12-31",""
36818791,4145335,36818791,"Placental infarction","Condition","MedDRA","PT","C",10064620,"1970-01-01","2099-12-31",""
35204982,433225,35204982,"Ventricular flutter","Condition","MedDRA","PT","C",10047294,"1970-01-01","2099-12-31",""
36314084,4029594,36314084,"Anion gap decreased","Condition","MedDRA","PT","C",10002526,"1970-01-01","2099-12-31",""
36110177,133691,36110177,"Meningococcal bacteraemia","Condition","MedDRA","PT","C",10058858,"1970-01-01","2099-12-31",""
35204932,4177045,35204932,"Chronotropic incompetence","Condition","MedDRA","PT","C",10068627,"1970-01-01","2099-12-31",""
35707634,437902,35707634,"Tooth development disorder","Condition","MedDRA","PT","C",10044030,"1970-01-01","2099-12-31",""
37019301,193170,37019301,"Renal glycosuria","Condition","MedDRA","PT","C",10038457,"1970-01-01","2099-12-31",""
36617686,4181782,36617686,"Epididymal cyst","Condition","MedDRA","PT","C",10014994,"1970-01-01","2099-12-31",""
36110768,434557,36110768,"Extrapulmonary tuberculosis","Condition","MedDRA","PT","C",10064445,"1970-01-01","2099-12-31",""
35606916,375551,35606916,"Blepharochalasis","Condition","MedDRA","PT","C",10005152,"1970-01-01","2099-12-31",""
35104144,4087929,35104144,"Factor XIII deficiency","Condition","MedDRA","PT","C",10016083,"1970-01-01","2099-12-31",""
37219866,255302,37219866,"Pneumothorax spontaneous tension","Condition","MedDRA","LLT","C",10035764,"1970-01-01","2099-12-31",""
36110854,254677,36110854,"Pneumonia adenoviral","Condition","MedDRA","PT","C",10035665,"1970-01-01","2099-12-31",""
35306138,440828,35306138,"Congenital urinary tract obstruction","Condition","MedDRA","PT","C",10010663,"1970-01-01","2099-12-31",""
35305980,79930,35305980,"Hemivertebra","Condition","MedDRA","PT","C",10019477,"1970-01-01","2099-12-31",""
36516943,4185508,36516943,"Rib deformity","Condition","MedDRA","PT","C",10059011,"1970-01-01","2099-12-31",""
35205116,4176099,35205116,"Tricuspid valve stenosis","Condition","MedDRA","PT","C",10044642,"1970-01-01","2099-12-31",""
36211625,40480077,36211625,"Periprosthetic osteolysis","Condition","MedDRA","PT","C",10052306,"1970-01-01","2099-12-31",""
35707590,4243445,35707590,"Benign pancreatic neoplasm","Condition","MedDRA","PT","C",10061000,"1970-01-01","2099-12-31",""
35607283,4070552,35607283,"Miller Fisher syndrome","Condition","MedDRA","PT","C",10049567,"1970-01-01","2099-12-31",""
36818622,440464,36818622,"Post abortion complication","Condition","MedDRA","PT","C",10036244,"1970-01-01","2099-12-31",""
36211095,78238,36211095,"Synovial rupture","Condition","MedDRA","PT","C",10042862,"1970-01-01","2099-12-31",""
35707693,201619,35707693,"Diverticulum gastric","Condition","MedDRA","PT","C",10013558,"1970-01-01","2099-12-31",""
35305696,441394,35305696,"Vitello-intestinal duct remnant","Condition","MedDRA","PT","C",10066969,"1970-01-01","2099-12-31",""
35305521,373206,35305521,"Hereditary optic atrophy","Condition","MedDRA","PT","C",10019895,"1970-01-01","2099-12-31",""
35104678,4271176,35104678,"Platelet destruction increased","Condition","MedDRA","PT","C",10035531,"1970-01-01","2099-12-31",""
36009861,4045749,36009861,"Cerebral amyloid angiopathy","Condition","MedDRA","PT","C",10068044,"1970-01-01","2099-12-31",""
36211321,4002659,36211321,"Traumatic haemorrhage","Condition","MedDRA","PT","C",10053476,"1970-01-01","2099-12-31",""
36718014,443752,36718014,"Intraventricular haemorrhage neonatal","Condition","MedDRA","PT","C",10022841,"1970-01-01","2099-12-31",""
35306063,4203940,35306063,"Rathke's cleft cyst","Condition","MedDRA","PT","C",10058969,"1970-01-01","2099-12-31",""
35707680,4032733,35707680,"Gingival hypoplasia","Condition","MedDRA","PT","C",10018285,"1970-01-01","2099-12-31",""
36718294,440084,36718294,"Alexia","Condition","MedDRA","PT","C",10001663,"1970-01-01","2099-12-31",""
36718553,4087475,36718553,"Hyposomnia","Condition","MedDRA","PT","C",10067530,"1970-01-01","2099-12-31",""
35607381,378414,35607381,"Retinoschisis","Condition","MedDRA","PT","C",10061492,"1970-01-01","2099-12-31",""
35506612,444369,35506612,"Diabetes with hyperosmolarity","Condition","MedDRA","PT","C",10012631,"1970-01-01","2099-12-31",""
35506732,4130160,35506732,"Pancreatic neuroendocrine tumour","Condition","MedDRA","PT","C",10067517,"1970-01-01","2099-12-31",""
35305593,437093,35305593,"Eyelid ptosis congenital","Condition","MedDRA","PT","C",10015996,"1970-01-01","2099-12-31",""
35607368,4318984,35607368,"Retinal depigmentation","Condition","MedDRA","PT","C",10038846,"1970-01-01","2099-12-31",""
37019275,4171379,37019275,"Urogenital disorder","Condition","MedDRA","PT","C",10046694,"1970-01-01","2099-12-31",""
35406336,4001317,35406336,"Ear deformity acquired","Condition","MedDRA","PT","C",10014002,"1970-01-01","2099-12-31",""
35204971,4110550,35204971,"Cardio-respiratory arrest neonatal","Condition","MedDRA","PT","C",10007618,"1970-01-01","2099-12-31",""
36717974,4112018,36717974,"Basal ganglia haemorrhage","Condition","MedDRA","PT","C",10067057,"1970-01-01","2099-12-31",""
35506784,4201712,35506784,"Thyroid pain","Condition","MedDRA","PT","C",10043757,"1970-01-01","2099-12-31",""
36110666,4002794,36110666,"Infected bunion","Condition","MedDRA","PT","C",10021770,"1970-01-01","2099-12-31",""
36617788,4055265,36617788,"Laryngeal neoplasm","Condition","MedDRA","PT","C",10023841,"1970-01-01","2099-12-31",""
36315129,253328,36315129,"Visual evoked potentials abnormal","Procedure","MedDRA","PT","C",10047549,"1970-01-01","2099-12-31",""
35909485,4231698,35909485,"Hepatic atrophy","Condition","MedDRA","PT","C",10019637,"1970-01-01","2099-12-31",""
36109993,4286024,36109993,"Post streptococcal glomerulonephritis","Condition","MedDRA","PT","C",10036303,"1970-01-01","2099-12-31",""
35607170,4320705,35607170,"Necrotising scleritis","Condition","MedDRA","PT","C",10048851,"1970-01-01","2099-12-31",""
35305625,376989,35305625,"Duane's syndrome","Condition","MedDRA","PT","C",10013799,"1970-01-01","2099-12-31",""
35104728,4266043,35104728,"Cystic lymphangioma","Condition","MedDRA","PT","C",10058949,"1970-01-01","2099-12-31",""
35306233,4182685,35306233,"Tracheal atresia","Condition","MedDRA","PT","C",10054955,"1970-01-01","2099-12-31",""
36617199,4112746,36617199,"Keratoacanthoma","Condition","MedDRA","PT","C",10023347,"1970-01-01","2099-12-31",""
36009890,4009307,36009890,"White clot syndrome","Condition","MedDRA","LLT","C",10058336,"1970-01-01","2099-12-31",""
36718081,4231449,36718081,"Oculofacial paralysis","Condition","MedDRA","PT","C",10030069,"1970-01-01","2099-12-31",""
36919163,439004,36919163,"Schizophrenia, residual type","Condition","MedDRA","PT","C",10039640,"1970-01-01","2099-12-31",""
37219883,4121650,37219883,"Pulmonary vein stenosis","Condition","MedDRA","PT","C",10049171,"1970-01-01","2099-12-31",""
36818664,76521,36818664,"Foetal malposition","Condition","MedDRA","PT","C",10016863,"1970-01-01","2099-12-31",""
35104108,4209888,35104108,"Erythroid maturation arrest","Condition","MedDRA","PT","C",10015279,"1970-01-01","2099-12-31",""
35708333,4105322,35708333,"Intestinal gangrene","Condition","MedDRA","PT","C",10022651,"1970-01-01","2099-12-31",""
35205188,4119952,35205188,"Microvascular angina","Condition","MedDRA","LLT","C",10065566,"1970-01-01","2099-12-31",""
36416612,434004,36416612,"Hypervolaemia","Condition","MedDRA","PT","C",10020919,"1970-01-01","2099-12-31",""
36516794,4002643,36516794,"Atlantoaxial instability","Condition","MedDRA","PT","C",10063580,"1970-01-01","2099-12-31",""
36110349,437796,36110349,"Chromoblastomycosis","Condition","MedDRA","PT","C",10008803,"1970-01-01","2099-12-31",""
35104156,4225324,35104156,"Activated protein C resistance","Condition","MedDRA","PT","C",10056867,"1970-01-01","2099-12-31",""
35205227,4263107,35205227,"Endocarditis noninfective","Condition","MedDRA","PT","C",10062608,"1970-01-01","2099-12-31",""
36416687,4304907,36416687,"Hyperhomocysteinaemia","Condition","MedDRA","PT","C",10051286,"1970-01-01","2099-12-31",""
35306173,193312,35306173,"Congenital ureteric anomaly","Condition","MedDRA","PT","C",10061078,"1970-01-01","2099-12-31",""
36718545,40480875,36718545,"Confusional arousal","Condition","MedDRA","PT","C",10067494,"1970-01-01","2099-12-31",""
37622546,4148119,37622546,"Varicose vein ruptured","Condition","MedDRA","PT","C",10046999,"1970-01-01","2099-12-31",""
35205369,4155486,35205369,"Pericarditis rheumatic","Condition","MedDRA","PT","C",10034496,"1970-01-01","2099-12-31",""
36617172,4175531,36617172,"Breast sarcoma","Condition","MedDRA","PT","C",10068582,"1970-01-01","2099-12-31",""
35708231,442253,35708231,"Gastric stenosis","Condition","MedDRA","PT","C",10061970,"1970-01-01","2099-12-31",""
36110310,436641,36110310,"Arthropod infestation","Condition","MedDRA","PT","C",10060969,"1970-01-01","2099-12-31",""
36717967,4093593,36717967,"Pachymeningitis","Condition","MedDRA","PT","C",10053658,"1970-01-01","2099-12-31",""
36211454,196284,36211454,"Burn of internal organs","Condition","MedDRA","PT","C",10006712,"1970-01-01","2099-12-31",""
35708695,4166067,35708695,"Auriculotemporal syndrome","Condition","MedDRA","PT","C",10059237,"1970-01-01","2099-12-31",""
36919093,440080,36919093,"Narcissistic personality disorder","Condition","MedDRA","PT","C",10028712,"1970-01-01","2099-12-31",""
36315049,4012119,36315049,"Brain stem auditory evoked response abnormal","Procedure","MedDRA","PT","C",10049509,"1970-01-01","2099-12-31",""
35708580,4115233,35708580,"Uvulitis","Condition","MedDRA","PT","C",10051962,"1970-01-01","2099-12-31",""
36211231,4144835,36211231,"Chest crushing","Condition","MedDRA","PT","C",10008468,"1970-01-01","2099-12-31",""
42888965,435514,42888965,"Post transplant lymphoproliferative disorder","Condition","MedDRA","PT","C",10051358,"2012-09-27","2099-12-31",""
35104076,435789,35104076,"Anaemia megaloblastic","Condition","MedDRA","PT","C",10002065,"1970-01-01","2099-12-31",""
37119632,197609,37119632,"Genital tract inflammation","Condition","MedDRA","PT","C",10058821,"1970-01-01","2099-12-31",""
42889409,432373,42889409,"Foetal death","Condition","MedDRA","PT","C",10055690,"2012-09-27","2099-12-31",""
36818774,433018,36818774,"Umbilical cord prolapse","Condition","MedDRA","PT","C",10045452,"1970-01-01","2099-12-31",""
35205110,4263510,35205110,"Congenital tricuspid valve stenosis","Condition","MedDRA","PT","C",10010656,"1970-01-01","2099-12-31",""
42890552,438489,42890552,"Haemorrhage in pregnancy","Condition","MedDRA","PT","C",10018981,"2012-09-27","2099-12-31",""
35909597,4010482,35909597,"Liver tenderness","Condition","MedDRA","PT","C",10024712,"1970-01-01","2099-12-31",""
35205158,441950,35205158,"Truncus arteriosus persistent","Condition","MedDRA","PT","C",10044703,"1970-01-01","2099-12-31",""
35305786,4101289,35305786,"Tyrosinaemia","Condition","MedDRA","PT","C",10063443,"1970-01-01","2099-12-31",""
36211332,196307,36211332,"Lumbosacral plexus injury","Condition","MedDRA","PT","C",10025015,"1970-01-01","2099-12-31",""
35104705,4219911,35104705,"Erythropoiesis abnormal","Condition","MedDRA","PT","C",10049467,"1970-01-01","2099-12-31",""
35808815,4319314,35808815,"Application site oedema","Condition","MedDRA","PT","C",10003050,"1970-01-01","2099-12-31",""
35104421,313980,35104421,"Hodgkin's disease lymphocyte depletion type stage III","Condition","MedDRA","PT","C",10020217,"1970-01-01","2099-12-31",""
35607002,440098,35607002,"Iris neovascularisation","Condition","MedDRA","PT","C",10065630,"1970-01-01","2099-12-31",""
35607269,380726,35607269,"Excessive ocular convergence","Condition","MedDRA","PT","C",10053693,"1970-01-01","2099-12-31",""
35305832,4120604,35305832,"Porphyria acute","Condition","MedDRA","PT","C",10036182,"1970-01-01","2099-12-31",""
35305411,433860,35305411,"Interruption of aortic arch","Condition","MedDRA","PT","C",10022599,"1970-01-01","2099-12-31",""
36211333,433642,36211333,"Median nerve injury","Condition","MedDRA","PT","C",10027067,"1970-01-01","2099-12-31",""
35306281,313504,35306281,"Hereditary haemorrhagic telangiectasia","Condition","MedDRA","PT","C",10019883,"1970-01-01","2099-12-31",""
36109996,135745,36109996,"Roseola","Condition","MedDRA","PT","C",10039222,"1970-01-01","2099-12-31",""
37420367,4171584,37420367,"Job change","Observation","MedDRA","PT","C",10023192,"1970-01-01","2099-12-31",""
35104072,444289,35104072,"Protein deficiency anaemia","Condition","MedDRA","PT","C",10037006,"1970-01-01","2099-12-31",""
35306096,380839,35306096,"Tuberous sclerosis","Condition","MedDRA","PT","C",10045138,"1970-01-01","2099-12-31",""
35306253,4173657,35306253,"Respiratory tract malformation","Condition","MedDRA","PT","C",10038733,"1970-01-01","2099-12-31",""
36312118,4289004,36312118,"Venous pressure increased","Measurement","MedDRA","PT","C",10047236,"1970-01-01","2099-12-31",""
35104864,440367,35104864,"Plasmacytosis","Condition","MedDRA","PT","C",10035485,"1970-01-01","2099-12-31",""
35607014,4131025,35607014,"Optic nerve infarction","Condition","MedDRA","PT","C",10030936,"1970-01-01","2099-12-31",""
36110717,4179205,36110717,"Emphysematous cystitis","Condition","MedDRA","PT","C",10056351,"1970-01-01","2099-12-31",""
42889091,198850,42889091,"Micropenis","Condition","MedDRA","PT","C",10071706,"2012-09-27","2099-12-31",""
35306031,437097,35306031,"Chondrodystrophy","Condition","MedDRA","PT","C",10008723,"1970-01-01","2099-12-31",""
35506718,194306,35506718,"Carcinoid tumour of the stomach","Condition","MedDRA","PT","C",10007281,"1970-01-01","2099-12-31",""
36110014,4128402,36110014,"Asymptomatic bacteriuria","Condition","MedDRA","PT","C",10056396,"1970-01-01","2099-12-31",""
