"standard_concept_id","concept_id","concept_name","domain_id","vocabulary_id","concept_class_id","standard_concept","concept_code","valid_start_date","valid_end_date","invalid_reason"
19017805,19017805,"Inamrinone","Drug","RxNorm","Ingredient","S",738,"1970-01-01","2099-12-31",""
19017807,19017807,"black currant oil","Drug","RxNorm","Ingredient","S",73891,"2005-11-13","2099-12-31",""
19017810,19017810,"Amsacrine","Drug","RxNorm","Ingredient","S",739,"1970-01-01","2099-12-31",""
19017895,19017895,"Deoxycorticosterone","Drug","RxNorm","Ingredient","S",3256,"1970-01-01","2099-12-31",""
19018013,19018013,"micafungin","Drug","RxNorm","Ingredient","S",325887,"2005-11-13","2099-12-31",""
19018070,19018070,"ancestim","Drug","RxNorm","Ingredient","S",140502,"1970-01-01","2099-12-31",""
19018154,19018154,"alatrofloxacin","Drug","RxNorm","Ingredient","S",141440,"1970-01-01","2099-12-31",""
19018164,19018164,"oxeladin","Drug","RxNorm","Ingredient","S",32626,"1970-01-01","2099-12-31",""
19018192,19018192,"Chloride Ion","Drug","RxNorm","Ingredient","S",153974,"1970-01-01","2099-12-31",""
19018226,19018226,"Acepromazine","Drug","RxNorm","Ingredient","S",155,"1970-01-01","2099-12-31",""
19018255,19018255,"Pyroglutamate","Drug","RxNorm","Ingredient","S",155060,"1970-01-01","2099-12-31",""
19018261,19018261,"oxilofrine","Drug","RxNorm","Ingredient","S",32639,"1970-01-01","2099-12-31",""
19018285,19018285,"5-methoxypsoralen","Drug","RxNorm","Ingredient","S",15842,"1970-01-01","2099-12-31",""
19018328,19018328,"aceprometazine","Drug","RxNorm","Ingredient","S",161203,"1970-01-01","2099-12-31",""
19018352,19018352,"Nicergoline","Drug","RxNorm","Ingredient","S",7398,"1970-01-01","2099-12-31",""
19018403,19018403,"racecadotril","Drug","RxNorm","Ingredient","S",16738,"1970-01-01","2099-12-31",""
19018405,19018405,"prednazoline","Drug","RxNorm","Ingredient","S",168651,"1970-01-01","2099-12-31",""
19018406,19018406,"adipic acid","Drug","RxNorm","Ingredient","S",17050,"1970-01-01","2099-12-31",""
19018416,19018416,"Niclosamide","Drug","RxNorm","Ingredient","S",7402,"1970-01-01","2099-12-31",""
19018419,19018419,"Niacinamide","Drug","RxNorm","Ingredient","S",7405,"1970-01-01","2099-12-31",""
19018431,19018431,"alminoprofen","Drug","RxNorm","Ingredient","S",17387,"1970-01-01","2099-12-31",""
19018432,19018432,"aloxiprin","Drug","RxNorm","Ingredient","S",17393,"1970-01-01","2099-12-31",""
19018433,19018433,"myrtol","Drug","RxNorm","Ingredient","S",174965,"1970-01-01","2099-12-31",""
19018434,19018434,"alpha-ketoglutaric acid","Drug","RxNorm","Ingredient","S",17511,"2005-11-13","2099-12-31",""
19018435,19018435,"althiazide","Drug","RxNorm","Ingredient","S",17599,"1970-01-01","2099-12-31",""
19018438,19018438,"aluminum magnesium silicate","Drug","RxNorm","Ingredient","S",17614,"1970-01-01","2099-12-31",""
19018481,19018481,"aminoquinuride","Drug","RxNorm","Ingredient","S",17747,"1970-01-01","2099-12-31",""
19018488,19018488,"butalamine","Drug","RxNorm","Ingredient","S",180806,"1970-01-01","2099-12-31",""
19018489,19018489,"Bupranolol","Drug","RxNorm","Ingredient","S",1817,"1970-01-01","2099-12-31",""
19018511,19018511,"artesunate","Drug","RxNorm","Ingredient","S",18346,"1970-01-01","2099-12-31",""
19018517,19018517,"azosemide","Drug","RxNorm","Ingredient","S",18651,"1970-01-01","2099-12-31",""
19018518,19018518,"bamifylline","Drug","RxNorm","Ingredient","S",18752,"1970-01-01","2099-12-31",""
19018520,19018520,"Beclamide","Drug","RxNorm","Ingredient","S",18846,"1970-01-01","2099-12-31",""
19018544,19018544,"Calcium","Drug","RxNorm","Ingredient","S",1895,"1970-01-01","2099-12-31",""
19018546,19018546,"benzophenone","Drug","RxNorm","Ingredient","S",18997,"1970-01-01","2099-12-31",""
19018547,19018547,"Calcium Carbimide","Drug","RxNorm","Ingredient","S",1902,"1970-01-01","2099-12-31",""
19018601,19018601,"Calcium Fluoride","Drug","RxNorm","Ingredient","S",1905,"1970-01-01","2099-12-31",""
19018602,19018602,"Calcium Glucarate","Drug","RxNorm","Ingredient","S",1907,"1970-01-01","2099-12-31",""
19018604,19018604,"benzylthiouracil","Drug","RxNorm","Ingredient","S",19084,"1970-01-01","2099-12-31",""
19018639,19018639,"calcium bromide","Drug","RxNorm","Ingredient","S",195983,"1970-01-01","2099-12-31",""
19018640,19018640,"bopindolol","Drug","RxNorm","Ingredient","S",19605,"1970-01-01","2099-12-31",""
19018661,19018661,"bornaprine","Drug","RxNorm","Ingredient","S",19610,"1970-01-01","2099-12-31",""
19018663,19018663,"Fluoride Ion","Drug","RxNorm","Ingredient","S",196213,"1970-01-01","2099-12-31",""
19018746,19018746,"idrocilamide","Drug","RxNorm","Ingredient","S",19729,"1970-01-01","2099-12-31",""
19018882,19018882,"oxitropium","Drug","RxNorm","Ingredient","S",32649,"1970-01-01","2099-12-31",""
19018885,19018885,"oxolamine","Drug","RxNorm","Ingredient","S",32658,"1970-01-01","2099-12-31",""
19018910,19018910,"Cannabinol","Drug","RxNorm","Ingredient","S",1976,"2008-03-02","2099-12-31",""
19018980,19018980,"bromopride","Drug","RxNorm","Ingredient","S",19768,"1970-01-01","2099-12-31",""
19019023,19019023,"Niflumic Acid","Drug","RxNorm","Ingredient","S",7418,"1970-01-01","2099-12-31",""
19019029,19019029,"Nifuratel","Drug","RxNorm","Ingredient","S",7419,"1970-01-01","2099-12-31",""
19019088,19019088,"Nikethamide","Drug","RxNorm","Ingredient","S",7424,"1970-01-01","2099-12-31",""
19019094,19019094,"oxyphencyclimine","Drug","RxNorm","Ingredient","S",32698,"1970-01-01","2099-12-31",""
19019122,19019122,"Dextran 40","Drug","RxNorm","Ingredient","S",3272,"1970-01-01","2099-12-31",""
19019131,19019131,"Magnesium Aspartate","Drug","RxNorm","Ingredient","S",142131,"1970-01-01","2099-12-31",""
19019176,19019176,"Nimorazole","Drug","RxNorm","Ingredient","S",7427,"1970-01-01","2099-12-31",""
19019317,19019317,"pantethine","Drug","RxNorm","Ingredient","S",32863,"1970-01-01","2099-12-31",""
19019620,19019620,"Benzydamine","Drug","RxNorm","Ingredient","S",1425,"1970-01-01","2099-12-31",""
19019698,19019698,"Canrenone","Drug","RxNorm","Ingredient","S",1982,"1970-01-01","2099-12-31",""
19019932,19019932,"budipine","Drug","RxNorm","Ingredient","S",19832,"1970-01-01","2099-12-31",""
19020002,19020002,"Vigabatrin","Drug","RxNorm","Ingredient","S",14851,"1970-01-01","2099-12-31",""
19020021,19020021,"Nitrazepam","Drug","RxNorm","Ingredient","S",7440,"1970-01-01","2099-12-31",""
19020061,19020061,"Nitrendipine","Drug","RxNorm","Ingredient","S",7441,"1970-01-01","2099-12-31",""
19020068,19020068,"Nitric Oxide","Drug","RxNorm","Ingredient","S",7442,"1970-01-01","2099-12-31",""
19020079,19020079,"formestane","Drug","RxNorm","Ingredient","S",15070,"1970-01-01","2099-12-31",""
19020092,19020092,"bunazosin","Drug","RxNorm","Ingredient","S",19850,"1970-01-01","2099-12-31",""
19020124,19020124,"BETAHISTINE","Drug","RxNorm","Ingredient","S",1511,"1970-01-01","2099-12-31",""
19020477,19020477,"Nitrogen","Drug","RxNorm","Ingredient","S",7456,"1970-01-01","2099-12-31",""
19020789,19020789,"corticorelin ovine","Drug","RxNorm","Ingredient","S",74671,"1970-01-01","2099-12-31",""
19020994,19020994,"Nitroprusside","Drug","RxNorm","Ingredient","S",7476,"1970-01-01","2099-12-31",""
19021129,19021129,"Nitrous Oxide","Drug","RxNorm","Ingredient","S",7486,"1970-01-01","2099-12-31",""
19021930,19021930,"Noscapine","Drug","RxNorm","Ingredient","S",7533,"1970-01-01","2099-12-31",""
19021932,19021932,"paramethadione","Drug","RxNorm","Ingredient","S",32894,"1970-01-01","2099-12-31",""
19021940,19021940,"Dextromoramide","Drug","RxNorm","Ingredient","S",3290,"1970-01-01","2099-12-31",""
19021959,19021959,"Sapropterin","Drug","RxNorm","Ingredient","S",753340,"2008-01-27","2099-12-31",""
19022003,19022003,"Dextrothyroxine","Drug","RxNorm","Ingredient","S",3292,"1970-01-01","2099-12-31",""
19022015,19022015,"Novobiocin","Drug","RxNorm","Ingredient","S",7538,"1970-01-01","2099-12-31",""
19022131,19022131,"Fosaprepitant dimeglumine","Drug","RxNorm","Ingredient","S",754763,"2008-03-02","2099-12-31",""
19022417,19022417,"Heroin","Drug","RxNorm","Ingredient","S",3304,"1970-01-01","2099-12-31",""
19022446,19022446,"pentaerythritol","Drug","RxNorm","Ingredient","S",33055,"1970-01-01","2099-12-31",""
19022479,19022479,"fomepizole","Drug","RxNorm","Ingredient","S",15226,"1970-01-01","2099-12-31",""
19022494,19022494,"Nylidrin","Drug","RxNorm","Ingredient","S",7595,"1970-01-01","2099-12-31",""
19022533,19022533,"Bethanidine","Drug","RxNorm","Ingredient","S",1523,"1970-01-01","2099-12-31",""
19022596,19022596,"Diatrizoate","Drug","RxNorm","Ingredient","S",3319,"1970-01-01","2099-12-31",""
19022956,19022956,"Bezafibrate","Drug","RxNorm","Ingredient","S",1525,"1970-01-01","2099-12-31",""
19023184,19023184,"Clove oil","Drug","RxNorm","Ingredient","S",7624,"1970-01-01","2099-12-31",""
19023254,19023254,"Oleandomycin","Drug","RxNorm","Ingredient","S",7629,"1970-01-01","2099-12-31",""
19023286,19023286,"phenacemide","Drug","RxNorm","Ingredient","S",33253,"1970-01-01","2099-12-31",""
19023450,19023450,"rilonacept","Drug","RxNorm","Ingredient","S",763450,"2008-03-30","2099-12-31",""
19023817,19023817,"adiphenine","Drug","RxNorm","Ingredient","S",333,"1970-01-01","2099-12-31",""
19023835,19023835,"BCG, Live, Connaught Strain","Drug","RxNorm","Ingredient","S",76469,"1970-01-01","2099-12-31",""
19023842,19023842,"phensuximide","Drug","RxNorm","Ingredient","S",33309,"1970-01-01","2099-12-31",""
19023846,19023846,"dibenzepin","Drug","RxNorm","Ingredient","S",3332,"1970-01-01","2099-12-31",""
19024063,19024063,"Acenocoumarol","Drug","RxNorm","Ingredient","S",154,"1970-01-01","2099-12-31",""
19024068,19024068,"Bile Salts","Drug","RxNorm","Ingredient","S",1540,"1970-01-01","2099-12-31",""
19024140,19024140,"quinagolide","Drug","RxNorm","Ingredient","S",76887,"1970-01-01","2099-12-31",""
19024190,19024190,"silybin","Drug","RxNorm","Ingredient","S",155067,"1970-01-01","2099-12-31",""
19024191,19024191,"Reteplase","Drug","RxNorm","Ingredient","S",76895,"1970-01-01","2099-12-31",""
19024197,19024197,"Ornidazole","Drug","RxNorm","Ingredient","S",7701,"1970-01-01","2099-12-31",""
19024213,19024213,"pholcodine","Drug","RxNorm","Ingredient","S",33431,"1970-01-01","2099-12-31",""
19024227,19024227,"Methacholine","Drug","RxNorm","Ingredient","S",155080,"1970-01-01","2099-12-31",""
19024246,19024246,"Dichloroacetate","Drug","RxNorm","Ingredient","S",3347,"2006-05-14","2099-12-31",""
19024249,19024249,"Clodronic Acid","Drug","RxNorm","Ingredient","S",3350,"1970-01-01","2099-12-31",""
19024365,19024365,"Ornithine","Drug","RxNorm","Ingredient","S",7704,"1970-01-01","2099-12-31",""
19024535,19024535,"carbazochrome","Drug","RxNorm","Ingredient","S",2011,"1970-01-01","2099-12-31",""
19024544,19024544,"Ancrod","Drug","RxNorm","Ingredient","S",772,"1970-01-01","2099-12-31",""
19024636,19024636,"Poloxamer 188","Drug","RxNorm","Ingredient","S",155152,"1970-01-01","2099-12-31",""
19024665,19024665,"Poloxamer","Drug","RxNorm","Ingredient","S",155156,"1970-01-01","2099-12-31",""
19024669,19024669,"Bioflavonoids","Drug","RxNorm","Ingredient","S",1562,"1970-01-01","2099-12-31",""
19024728,19024728,"decitabine","Drug","RxNorm","Ingredient","S",15657,"2006-11-19","2099-12-31",""
19024761,19024761,"butethamate citrate","Drug","RxNorm","Ingredient","S",156762,"1970-01-01","2099-12-31",""
19024770,19024770,"Biotin","Drug","RxNorm","Ingredient","S",1588,"1970-01-01","2099-12-31",""
19024772,19024772,"ferumoxsil","Drug","RxNorm","Ingredient","S",77754,"1970-01-01","2099-12-31",""
19024775,19024775,"Oxamniquine","Drug","RxNorm","Ingredient","S",7778,"1970-01-01","2099-12-31",""
19024873,19024873,"phthalylsulfathiazole","Drug","RxNorm","Ingredient","S",33632,"1970-01-01","2099-12-31",""
19024904,19024904,"Oxprenolol","Drug","RxNorm","Ingredient","S",7801,"1970-01-01","2099-12-31",""
19024938,19024938,"campesterol","Drug","RxNorm","Ingredient","S",20129,"2005-11-13","2099-12-31",""
19025115,19025115,"picosulfate sodium","Drug","RxNorm","Ingredient","S",33688,"1970-01-01","2099-12-31",""
19025138,19025138,"Bismuth","Drug","RxNorm","Ingredient","S",1599,"1970-01-01","2099-12-31",""
19025194,19025194,"methyl 5-aminolevulinate","Drug","RxNorm","Ingredient","S",337068,"1970-01-01","2099-12-31",""
19025198,19025198,"pinaverium","Drug","RxNorm","Ingredient","S",33724,"1970-01-01","2099-12-31",""
19025274,19025274,"Oxygen","Drug","RxNorm","Ingredient","S",7806,"1970-01-01","2099-12-31",""
19025281,19025281,"Pipecuronium","Drug","RxNorm","Ingredient","S",33742,"1970-01-01","2099-12-31",""
19025284,19025284,"pipenzolate","Drug","RxNorm","Ingredient","S",33743,"1970-01-01","2099-12-31",""
19025348,19025348,"ixabepilone","Drug","RxNorm","Ingredient","S",337523,"2007-12-30","2099-12-31",""
19025498,19025498,"piretanide","Drug","RxNorm","Ingredient","S",33770,"1970-01-01","2099-12-31",""
19025693,19025693,"plasma protein fraction","Drug","RxNorm","Ingredient","S",33835,"1970-01-01","2099-12-31",""
19025698,19025698,"Diethylcarbamazine","Drug","RxNorm","Ingredient","S",3384,"1970-01-01","2099-12-31",""
19025922,19025922,"oxypertine","Drug","RxNorm","Ingredient","S",7815,"1970-01-01","2099-12-31",""
19025925,19025925,"Oxyphenbutazone","Drug","RxNorm","Ingredient","S",7816,"1970-01-01","2099-12-31",""
19025928,19025928,"Oxyphenonium","Drug","RxNorm","Ingredient","S",7818,"1970-01-01","2099-12-31",""
19025945,19025945,"carazolol","Drug","RxNorm","Ingredient","S",20192,"1970-01-01","2099-12-31",""
19026096,19026096,"Diflucortolone","Drug","RxNorm","Ingredient","S",3392,"1970-01-01","2099-12-31",""
19026180,19026180,"Digitoxin","Drug","RxNorm","Ingredient","S",3403,"1970-01-01","2099-12-31",""
19026274,19026274,"p-Hydroxyamphetamine","Drug","RxNorm","Ingredient","S",7839,"1970-01-01","2099-12-31",""
19026277,19026277,"Androstenedione","Drug","RxNorm","Ingredient","S",784,"1970-01-01","2099-12-31",""
19026343,19026343,"danaparoid","Drug","RxNorm","Ingredient","S",78484,"1970-01-01","2099-12-31",""
19026448,19026448,"Dihydralazine","Drug","RxNorm","Ingredient","S",3409,"1970-01-01","2099-12-31",""
19026450,19026450,"anidulafungin","Drug","RxNorm","Ingredient","S",341018,"2006-05-14","2099-12-31",""
19026459,19026459,"tapentadol","Drug","RxNorm","Ingredient","S",787390,"2009-01-04","2099-12-31",""
19026524,19026524,"Dihydroergocornine","Drug","RxNorm","Ingredient","S",3415,"1970-01-01","2099-12-31",""
19026526,19026526,"Dihydroergocristine","Drug","RxNorm","Ingredient","S",3416,"1970-01-01","2099-12-31",""
19026564,19026564,"Dihydroergocryptine","Drug","RxNorm","Ingredient","S",3417,"1970-01-01","2099-12-31",""
19026609,19026609,"polynoxylin","Drug","RxNorm","Ingredient","S",34188,"1970-01-01","2099-12-31",""
19026637,19026637,"Dihydroergotoxine","Drug","RxNorm","Ingredient","S",3419,"1970-01-01","2099-12-31",""
19026674,19026674,"Pancuronium","Drug","RxNorm","Ingredient","S",7883,"1970-01-01","2099-12-31",""
19026701,19026701,"pangamic acid","Drug","RxNorm","Ingredient","S",7886,"1970-01-01","2099-12-31",""
19026710,19026710,"Capreomycin","Drug","RxNorm","Ingredient","S",78903,"1970-01-01","2099-12-31",""
19026733,19026733,"Chlormadinone","Drug","RxNorm","Ingredient","S",78904,"1970-01-01","2099-12-31",""
19026739,19026739,"Pantothenic Acid","Drug","RxNorm","Ingredient","S",7891,"1970-01-01","2099-12-31",""
19026925,19026925,"carpipramine","Drug","RxNorm","Ingredient","S",20342,"1970-01-01","2099-12-31",""
19026972,19026972,"lenalidomide","Drug","RxNorm","Ingredient","S",342369,"2006-02-26","2099-12-31",""
19027015,19027015,"Dihydrotachysterol","Drug","RxNorm","Ingredient","S",3429,"1970-01-01","2099-12-31",""
19027075,19027075,"Pau d'arco preparation","Drug","RxNorm","Ingredient","S",342940,"1970-01-01","2099-12-31",""
19027080,19027080,"potassium bicarbonate","Drug","RxNorm","Ingredient","S",34296,"1970-01-01","2099-12-31",""
19027181,19027181,"Paraldehyde","Drug","RxNorm","Ingredient","S",7909,"1970-01-01","2099-12-31",""
19027186,19027186,"Paramethasone","Drug","RxNorm","Ingredient","S",7910,"1970-01-01","2099-12-31",""
19027308,19027308,"Potassium Hydroxide","Drug","RxNorm","Ingredient","S",34311,"1970-01-01","2099-12-31",""
19027339,19027339,"potassium perchlorate","Drug","RxNorm","Ingredient","S",34318,"1970-01-01","2099-12-31",""
19027362,19027362,"potassium phosphate","Drug","RxNorm","Ingredient","S",34322,"1970-01-01","2099-12-31",""
19027475,19027475,"potassium sulfate","Drug","RxNorm","Ingredient","S",34323,"1970-01-01","2099-12-31",""
19027679,19027679,"Pefloxacin","Drug","RxNorm","Ingredient","S",7960,"1970-01-01","2099-12-31",""
19027958,19027958,"fesoterodine","Drug","RxNorm","Ingredient","S",797195,"2008-11-09","2099-12-31",""
19028044,19028044,"Penfluridol","Drug","RxNorm","Ingredient","S",7974,"1970-01-01","2099-12-31",""
19028050,19028050,"Penicillamine","Drug","RxNorm","Ingredient","S",7975,"1970-01-01","2099-12-31",""
19028106,19028106,"Isopropyl Alcohol","Drug","RxNorm","Ingredient","S",797541,"2008-06-29","2099-12-31",""
19028286,19028286,"cefodizime","Drug","RxNorm","Ingredient","S",20485,"1970-01-01","2099-12-31",""
19028288,19028288,"ceforanide","Drug","RxNorm","Ingredient","S",20486,"1970-01-01","2099-12-31",""
19028945,19028945,"pridinol","Drug","RxNorm","Ingredient","S",34479,"1970-01-01","2099-12-31",""
19028947,19028947,"Dimethindene","Drug","RxNorm","Ingredient","S",3449,"1970-01-01","2099-12-31",""
19028950,19028950,"Procaterol","Drug","RxNorm","Ingredient","S",34530,"1970-01-01","2099-12-31",""
19029018,19029018,"prolintane","Drug","RxNorm","Ingredient","S",34604,"1970-01-01","2099-12-31",""
19029079,19029079,"promestriene","Drug","RxNorm","Ingredient","S",34625,"1970-01-01","2099-12-31",""
19029108,19029108,"propamidine","Drug","RxNorm","Ingredient","S",34633,"1970-01-01","2099-12-31",""
19029135,19029135,"Propionic acid","Drug","RxNorm","Ingredient","S",34658,"1970-01-01","2099-12-31",""
19029248,19029248,"acetanilide","Drug","RxNorm","Ingredient","S",162,"1970-01-01","2099-12-31",""
19029278,19029278,"diethylamine salicylate","Drug","RxNorm","Ingredient","S",162592,"1970-01-01","2099-12-31",""
19029306,19029306,"Acetate","Drug","RxNorm","Ingredient","S",164,"1970-01-01","2099-12-31",""
19029322,19029322,"propyphenazone","Drug","RxNorm","Ingredient","S",34710,"1970-01-01","2099-12-31",""
19029327,19029327,"proglumetacin","Drug","RxNorm","Ingredient","S",34769,"1970-01-01","2099-12-31",""
19029393,19029393,"aceclofenac","Drug","RxNorm","Ingredient","S",16689,"1970-01-01","2099-12-31",""
19029398,19029398,"acemetacin","Drug","RxNorm","Ingredient","S",16695,"1970-01-01","2099-12-31",""
19029421,19029421,"Dinoprost","Drug","RxNorm","Ingredient","S",3477,"1970-01-01","2099-12-31",""
19029488,19029488,"Diosmin","Drug","RxNorm","Ingredient","S",3489,"1970-01-01","2099-12-31",""
19029547,19029547,"proxyphylline","Drug","RxNorm","Ingredient","S",34906,"1970-01-01","2099-12-31",""
19029555,19029555,"acetophenazine","Drug","RxNorm","Ingredient","S",16735,"1970-01-01","2099-12-31",""
19029644,19029644,"acipimox","Drug","RxNorm","Ingredient","S",16817,"1970-01-01","2099-12-31",""
19029824,19029824,"Boron","Drug","RxNorm","Ingredient","S",1705,"1970-01-01","2099-12-31",""
19030059,19030059,"alginic acid","Drug","RxNorm","Ingredient","S",17305,"1970-01-01","2099-12-31",""
19030087,19030087,"alizapride","Drug","RxNorm","Ingredient","S",17311,"1970-01-01","2099-12-31",""
19030299,19030299,"aprobarbital","Drug","RxNorm","Ingredient","S",17381,"1970-01-01","2099-12-31",""
19030323,19030323,"aloglutamol","Drug","RxNorm","Ingredient","S",17392,"1970-01-01","2099-12-31",""
19030353,19030353,"Bromazepam","Drug","RxNorm","Ingredient","S",1749,"1970-01-01","2099-12-31",""
19030376,19030376,"Pentagastrin","Drug","RxNorm","Ingredient","S",7993,"1970-01-01","2099-12-31",""
19030387,19030387,"Bromelains","Drug","RxNorm","Ingredient","S",1752,"1970-01-01","2099-12-31",""
19030493,19030493,"Bromhexine","Drug","RxNorm","Ingredient","S",1753,"1970-01-01","2099-12-31",""
19030675,19030675,"aluminum phosphate","Drug","RxNorm","Ingredient","S",17618,"1970-01-01","2099-12-31",""
19030692,19030692,"aluminum sulfate","Drug","RxNorm","Ingredient","S",17621,"1970-01-01","2099-12-31",""
19030751,19030751,"alverine","Drug","RxNorm","Ingredient","S",17627,"1970-01-01","2099-12-31",""
19030847,19030847,"amezinium","Drug","RxNorm","Ingredient","S",17665,"1970-01-01","2099-12-31",""
19030860,19030860,"SARRACENIA PURPUREA preparation","Drug","RxNorm","Ingredient","S",349948,"1970-01-01","2099-12-31",""
19030957,19030957,"Escherichia coli","Drug","RxNorm","Ingredient","S",350202,"1970-01-01","2099-12-31",""
19031041,19031041,"Diphtheria Antitoxin","Drug","RxNorm","Ingredient","S",3510,"1970-01-01","2099-12-31",""
19031224,19031224,"Pentostatin","Drug","RxNorm","Ingredient","S",8011,"1970-01-01","2099-12-31",""
19031267,19031267,"cetiedil","Drug","RxNorm","Ingredient","S",20609,"1970-01-01","2099-12-31",""
19031360,19031360,"quinfamide","Drug","RxNorm","Ingredient","S",35216,"1970-01-01","2099-12-31",""
19031378,19031378,"Pepsin A","Drug","RxNorm","Ingredient","S",8016,"1970-01-01","2099-12-31",""
19031397,19031397,"Dipyrone","Drug","RxNorm","Ingredient","S",3523,"1970-01-01","2099-12-31",""
19031583,19031583,"gadoxetate","Drug","RxNorm","Ingredient","S",802624,"2008-08-31","2099-12-31",""
19032359,19032359,"Perhexiline","Drug","RxNorm","Ingredient","S",8050,"1970-01-01","2099-12-31",""
19032407,19032407,"romiplostim","Drug","RxNorm","Ingredient","S",805452,"2008-09-28","2099-12-31",""
19032599,19032599,"Rotavirus Vaccine, Live Attenuated, G1P[8] Human 89-12 strain","Drug","RxNorm","Ingredient","S",805573,"2008-09-28","2099-12-31",""
19032614,19032614,"Acetone","Drug","RxNorm","Ingredient","S",178,"1970-01-01","2099-12-31",""
19032619,19032619,"Amorolfine","Drug","RxNorm","Ingredient","S",17804,"1970-01-01","2099-12-31",""
19032630,19032630,"anethole","Drug","RxNorm","Ingredient","S",17881,"1970-01-01","2099-12-31",""
19032662,19032662,"anileridine","Drug","RxNorm","Ingredient","S",17933,"1970-01-01","2099-12-31",""
19032667,19032667,"aniracetam","Drug","RxNorm","Ingredient","S",17939,"1970-01-01","2099-12-31",""
19032724,19032724,"Bufexamac","Drug","RxNorm","Ingredient","S",1796,"1970-01-01","2099-12-31",""
19032816,19032816,"Glycine zinc chelate","Drug","RxNorm","Ingredient","S",806626,"2008-09-28","2099-12-31",""
19033193,19033193,"Pertussis Vaccine","Drug","RxNorm","Ingredient","S",8080,"1970-01-01","2099-12-31",""
19033243,19033243,"carbromal","Drug","RxNorm","Ingredient","S",2067,"1970-01-01","2099-12-31",""
19033278,19033278,"arachis oil","Drug","RxNorm","Ingredient","S",18235,"1970-01-01","2099-12-31",""
19033280,19033280,"Buserelin","Drug","RxNorm","Ingredient","S",1825,"1970-01-01","2099-12-31",""
19033354,19033354,"Petrolatum","Drug","RxNorm","Ingredient","S",8091,"1970-01-01","2099-12-31",""
19033498,19033498,"Carbutamide","Drug","RxNorm","Ingredient","S",2068,"1970-01-01","2099-12-31",""
19033634,19033634,"artemether","Drug","RxNorm","Ingredient","S",18343,"1970-01-01","2099-12-31",""
19033664,19033664,"fominoben","Drug","RxNorm","Ingredient","S",183875,"1970-01-01","2099-12-31",""
19033691,19033691,"asiaticoside","Drug","RxNorm","Ingredient","S",18405,"1970-01-01","2099-12-31",""
19033710,19033710,"Phenacetin","Drug","RxNorm","Ingredient","S",8113,"1970-01-01","2099-12-31",""
19033780,19033780,"Butylated Hydroxytoluene","Drug","RxNorm","Ingredient","S",1848,"1970-01-01","2099-12-31",""
19033909,19033909,"Phenformin","Drug","RxNorm","Ingredient","S",8129,"1970-01-01","2099-12-31",""
19033934,19033934,"Phenindione","Drug","RxNorm","Ingredient","S",8130,"1970-01-01","2099-12-31",""
19034009,19034009,"ambroxol-theophylline-7-acetate","Drug","RxNorm","Ingredient","S",186010,"2008-03-30","2099-12-31",""
19034275,19034275,"bambuterol","Drug","RxNorm","Ingredient","S",18751,"1970-01-01","2099-12-31",""
19034280,19034280,"bamipine","Drug","RxNorm","Ingredient","S",18753,"1970-01-01","2099-12-31",""
19034281,19034281,"Phenmetrazine","Drug","RxNorm","Ingredient","S",8133,"1970-01-01","2099-12-31",""
19034726,19034726,"Sirolimus","Drug","RxNorm","Ingredient","S",35302,"1970-01-01","2099-12-31",""
19035100,19035100,"fibrinolysis inhibitor","Drug","RxNorm","Ingredient","S",353110,"1970-01-01","2099-12-31",""
19035226,19035226,"Remoxipride","Drug","RxNorm","Ingredient","S",35350,"1970-01-01","2099-12-31",""
19035344,19035344,"Phenprocoumon","Drug","RxNorm","Ingredient","S",8150,"1970-01-01","2099-12-31",""
19035396,19035396,"reproterol","Drug","RxNorm","Ingredient","S",35373,"1970-01-01","2099-12-31",""
19035533,19035533,"benfluorex","Drug","RxNorm","Ingredient","S",18880,"1970-01-01","2099-12-31",""
19035569,19035569,"Calcifediol","Drug","RxNorm","Ingredient","S",1889,"1970-01-01","2099-12-31",""
19035577,19035577,"Phenylalanine","Drug","RxNorm","Ingredient","S",8156,"1970-01-01","2099-12-31",""
19035598,19035598,"benzarone","Drug","RxNorm","Ingredient","S",18923,"1970-01-01","2099-12-31",""
19035631,19035631,"Calcitriol","Drug","RxNorm","Ingredient","S",1894,"1970-01-01","2099-12-31",""
19035704,19035704,"Calcium Carbonate","Drug","RxNorm","Ingredient","S",1897,"1970-01-01","2099-12-31",""
19035856,19035856,"distigmine","Drug","RxNorm","Ingredient","S",3551,"1970-01-01","2099-12-31",""
19035953,19035953,"rifapentine","Drug","RxNorm","Ingredient","S",35617,"1970-01-01","2099-12-31",""
19036391,19036391,"deracoxib","Drug","RxNorm","Ingredient","S",356834,"2006-11-19","2099-12-31",""
19036638,19036638,"royal jelly","Drug","RxNorm","Ingredient","S",35805,"1970-01-01","2099-12-31",""
19036731,19036731,"benzthiazide","Drug","RxNorm","Ingredient","S",19008,"1970-01-01","2099-12-31",""
19036781,19036781,"Calcium Chloride","Drug","RxNorm","Ingredient","S",1901,"1970-01-01","2099-12-31",""
19036797,19036797,"tolvaptan","Drug","RxNorm","Ingredient","S",358257,"2009-05-31","2099-12-31",""
19036892,19036892,"Daclizumab","Drug","RxNorm","Ingredient","S",190353,"1970-01-01","2099-12-31",""
19036942,19036942,"pramiverine","Drug","RxNorm","Ingredient","S",190433,"1970-01-01","2099-12-31",""
